ticket_id,account_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag
T-4dc68c,A-1f0ac7,2024-04-12 00:00:00,2024-04-12 14:00:00,14,low,174,,FALSE
T-88e515,A-1f0ac7,2023-04-09 00:00:00,2023-04-10 20:00:00,44,high,174,,FALSE
T-326fb6,A-1f559b,2023-06-28 00:00:00,2023-06-29 08:00:00,32,high,142,4,FALSE
T-5c2f82,A-1f559b,2023-12-13 00:00:00,2023-12-15 20:00:00,68,urgent,143,4,FALSE
T-5f84c5,A-1f559b,2024-01-22 00:00:00,2024-01-24 14:00:00,62,high,28,4,FALSE
T-b0acc7,A-1f559b,2023-08-27 00:00:00,2023-08-29 00:00:00,48,medium,126,4,FALSE
T-b94ce2,A-1f559b,2024-12-10 00:00:00,2024-12-11 18:00:00,42,urgent,142,5,FALSE
T-1c81a5,A-1f7acb,2023-04-18 00:00:00,2023-04-19 18:00:00,42,high,40,5,FALSE
T-2a21f8,A-1f7acb,2024-05-30 00:00:00,2024-05-30 08:00:00,8,medium,92,4,FALSE
T-70987d,A-1f7acb,2024-12-05 00:00:00,2024-12-07 09:00:00,57,high,178,,FALSE
T-85af66,A-1f7acb,2024-01-12 00:00:00,2024-01-12 13:00:00,13,medium,165,,FALSE
T-88f56c,A-1f7acb,2023-04-22 00:00:00,2023-04-23 13:00:00,37,urgent,146,3,FALSE
T-8e9bd1,A-1f7acb,2024-06-27 00:00:00,2024-06-29 22:00:00,70,medium,131,5,FALSE
T-cbc3ab,A-1f7acb,2023-01-20 00:00:00,2023-01-22 17:00:00,65,high,155,5,FALSE
T-2b0805,A-202b67,2024-07-28 00:00:00,2024-07-29 11:00:00,35,urgent,179,,FALSE
T-92101f,A-202b67,2024-02-12 00:00:00,2024-02-13 11:00:00,35,high,51,5,FALSE
T-ad5952,A-202b67,2023-11-10 00:00:00,2023-11-10 08:00:00,8,urgent,23,5,FALSE
T-c3e2dd,A-202b67,2024-06-26 00:00:00,2024-06-28 21:00:00,69,medium,109,4,FALSE
T-7e4e70,A-20736a,2024-06-08 00:00:00,2024-06-09 23:00:00,47,low,26,5,FALSE
T-b251a1,A-20736a,2024-01-08 00:00:00,2024-01-09 01:00:00,25,urgent,11,3,FALSE
T-b9f162,A-20736a,2024-12-01 00:00:00,2024-12-03 09:00:00,57,high,131,4,FALSE
T-ca7d9e,A-20736a,2024-12-14 00:00:00,2024-12-15 16:00:00,40,high,145,3,FALSE
T-04dbe2,A-22d9d2,2024-07-16 00:00:00,2024-07-16 14:00:00,14,urgent,25,,FALSE
T-300e16,A-22d9d2,2024-10-15 00:00:00,2024-10-15 04:00:00,4,urgent,131,3,TRUE
T-7fd978,A-22d9d2,2023-12-26 00:00:00,2023-12-26 10:00:00,10,urgent,8,,FALSE
T-9f48ae,A-22d9d2,2024-01-22 00:00:00,2024-01-22 19:00:00,19,medium,87,5,FALSE
T-ca352f,A-22d9d2,2024-04-24 00:00:00,2024-04-25 07:00:00,31,high,140,4,FALSE
T-d5e980,A-22d9d2,2023-06-21 00:00:00,2023-06-21 18:00:00,18,low,137,4,FALSE
T-2b0275,A-22f2df,2024-06-14 00:00:00,2024-06-16 09:00:00,57,high,49,,FALSE
T-458b18,A-22f2df,2024-05-23 00:00:00,2024-05-25 22:00:00,70,urgent,60,5,FALSE
T-a41057,A-22f2df,2023-04-24 00:00:00,2023-04-25 01:00:00,25,high,131,,FALSE
T-ab7721,A-22f2df,2023-03-24 00:00:00,2023-03-26 13:00:00,61,urgent,19,,FALSE
T-b8ed8f,A-22f2df,2023-01-18 00:00:00,2023-01-18 11:00:00,11,high,99,,FALSE
T-052718,A-241e75,2023-02-12 00:00:00,2023-02-12 08:00:00,8,medium,69,4,FALSE
T-63aaba,A-241e75,2023-09-07 00:00:00,2023-09-08 16:00:00,40,medium,21,,FALSE
T-6ff72c,A-241e75,2024-09-02 00:00:00,2024-09-03 02:00:00,26,high,178,5,FALSE
T-e7f66c,A-241e75,2023-04-25 00:00:00,2023-04-27 04:00:00,52,low,136,,FALSE
T-1a05b7,A-2446e3,2024-02-08 00:00:00,2024-02-08 06:00:00,6,urgent,111,3,FALSE
T-411989,A-2446e3,2024-10-27 00:00:00,2024-10-27 08:00:00,8,medium,148,4,FALSE
T-a289f8,A-2446e3,2024-05-09 00:00:00,2024-05-12 00:00:00,72,medium,55,5,FALSE
T-1e5e13,A-249769,2024-07-24 00:00:00,2024-07-24 16:00:00,16,high,180,3,FALSE
T-cfbf16,A-249769,2024-10-12 00:00:00,2024-10-14 15:00:00,63,low,13,5,FALSE
T-ad61d7,A-271f46,2023-02-09 00:00:00,2023-02-10 12:00:00,36,medium,79,,FALSE
T-5fbdb4,A-2789e3,2024-01-06 00:00:00,2024-01-06 20:00:00,20,medium,116,4,FALSE
T-61208e,A-2789e3,2024-10-09 00:00:00,2024-10-11 19:00:00,67,medium,3,4,FALSE
T-73a01a,A-2789e3,2024-12-22 00:00:00,2024-12-23 09:00:00,33,medium,140,,FALSE
T-b48c61,A-2789e3,2024-11-10 00:00:00,2024-11-12 21:00:00,69,medium,74,4,FALSE
T-34c636,A-2922b6,2024-11-13 00:00:00,2024-11-13 04:00:00,4,high,70,4,FALSE
T-60706c,A-2922b6,2024-10-02 00:00:00,2024-10-03 03:00:00,27,urgent,136,,FALSE
T-17e9a8,A-296d7c,2023-07-05 00:00:00,2023-07-07 23:00:00,71,low,118,4,FALSE
T-394a48,A-296d7c,2023-05-14 00:00:00,2023-05-16 19:00:00,67,low,170,,FALSE
T-ce0f83,A-296d7c,2024-07-24 00:00:00,2024-07-27 00:00:00,72,urgent,68,3,FALSE
T-e07558,A-296d7c,2024-04-27 00:00:00,2024-04-27 14:00:00,14,urgent,31,3,FALSE
T-e45d87,A-296d7c,2024-07-08 00:00:00,2024-07-09 04:00:00,28,low,139,5,FALSE
T-153c4f,A-297a2d,2024-05-14 00:00:00,2024-05-16 07:00:00,55,high,9,,FALSE
T-433a53,A-297a2d,2023-02-28 00:00:00,2023-02-28 10:00:00,10,high,160,3,FALSE
T-637137,A-2b9d3e,2023-08-28 00:00:00,2023-08-29 09:00:00,33,high,68,,FALSE
T-c6eb1f,A-2b9d3e,2024-06-24 00:00:00,2024-06-25 19:00:00,43,urgent,43,,FALSE
T-ca8cb0,A-2b9d3e,2024-03-12 00:00:00,2024-03-13 04:00:00,28,low,127,5,FALSE
T-134bb9,A-2bc93d,2024-11-23 00:00:00,2024-11-23 07:00:00,7,medium,44,5,FALSE
T-ef9608,A-2bc93d,2023-05-28 00:00:00,2023-05-28 17:00:00,17,urgent,112,4,FALSE
T-1a19ef,A-2d1036,2024-09-19 00:00:00,2024-09-19 20:00:00,20,medium,98,5,TRUE
T-217098,A-2d1036,2024-06-17 00:00:00,2024-06-19 02:00:00,50,low,8,5,FALSE
T-8fd002,A-2d1036,2023-03-30 00:00:00,2023-04-01 00:00:00,48,low,53,4,FALSE
T-d6da92,A-2d1036,2024-11-30 00:00:00,2024-11-30 07:00:00,7,urgent,83,5,FALSE
T-fe219c,A-2d1036,2023-03-22 00:00:00,2023-03-24 16:00:00,64,high,3,4,FALSE
T-10ac61,A-2d4502,2024-05-02 00:00:00,2024-05-02 02:00:00,2,urgent,171,5,FALSE
T-20c0bf,A-2d4502,2023-04-23 00:00:00,2023-04-25 16:00:00,64,urgent,30,5,FALSE
T-87a53c,A-2d4502,2023-03-25 00:00:00,2023-03-25 13:00:00,13,medium,45,,FALSE
T-42efc2,A-2e3bad,2024-01-08 00:00:00,2024-01-08 23:00:00,23,high,159,,FALSE
T-56fa73,A-2e3bad,2023-05-03 00:00:00,2023-05-05 23:00:00,71,low,49,4,FALSE
T-8d611d,A-2e3bad,2023-02-08 00:00:00,2023-02-09 07:00:00,31,medium,125,3,FALSE
T-9876fb,A-2e3bad,2024-01-18 00:00:00,2024-01-18 14:00:00,14,high,92,,FALSE
T-9f2d91,A-2e3bad,2024-09-20 00:00:00,2024-09-20 18:00:00,18,low,110,,FALSE
T-30b537,A-2e4581,2023-09-09 00:00:00,2023-09-10 03:00:00,27,urgent,64,3,FALSE
T-53a3f9,A-2e4581,2024-12-10 00:00:00,2024-12-10 19:00:00,19,high,118,,FALSE
T-2694cc,A-2ebb4b,2023-07-03 00:00:00,2023-07-05 03:00:00,51,high,124,3,FALSE
T-452a96,A-2ebb4b,2024-04-05 00:00:00,2024-04-06 12:00:00,36,low,149,3,FALSE
T-19a57f,A-2edab2,2023-10-18 00:00:00,2023-10-20 00:00:00,48,low,34,,FALSE
T-223760,A-2edab2,2023-04-01 00:00:00,2023-04-03 11:00:00,59,low,124,,FALSE
T-8b1323,A-2edab2,2024-07-15 00:00:00,2024-07-15 12:00:00,12,medium,116,,FALSE
T-99abf9,A-2edab2,2023-07-31 00:00:00,2023-07-31 01:00:00,1,high,135,3,FALSE
T-b3739a,A-2f6a32,2023-12-27 00:00:00,2023-12-28 01:00:00,25,medium,139,3,FALSE
T-c30ac0,A-2f6a32,2024-05-06 00:00:00,2024-05-08 09:00:00,57,medium,5,4,FALSE
T-08c89b,A-309e54,2024-04-27 00:00:00,2024-04-28 12:00:00,36,urgent,82,3,FALSE
T-8f8c19,A-309e54,2023-05-30 00:00:00,2023-05-30 03:00:00,3,low,87,,FALSE
T-c9f3f0,A-309e54,2024-07-19 00:00:00,2024-07-20 02:00:00,26,high,145,,FALSE
T-f17009,A-309e54,2024-09-24 00:00:00,2024-09-26 04:00:00,52,medium,71,,FALSE
T-f7b50d,A-309e54,2024-01-06 00:00:00,2024-01-06 02:00:00,2,urgent,66,,FALSE
T-8d3d46,A-30b4ca,2024-09-02 00:00:00,2024-09-04 16:00:00,64,medium,131,,FALSE
T-d6be94,A-30b4ca,2023-05-05 00:00:00,2023-05-07 09:00:00,57,medium,125,4,FALSE
T-d6f0ba,A-30b4ca,2024-05-15 00:00:00,2024-05-17 04:00:00,52,low,69,,FALSE
T-07593c,A-310452,2023-11-24 00:00:00,2023-11-24 11:00:00,11,medium,145,3,FALSE
T-0854f6,A-310452,2024-01-31 00:00:00,2024-02-02 19:00:00,67,urgent,178,3,FALSE
T-3915f7,A-310452,2024-04-10 00:00:00,2024-04-10 11:00:00,11,medium,139,3,FALSE
T-671909,A-310452,2023-05-05 00:00:00,2023-05-07 10:00:00,58,medium,60,5,FALSE
T-e834e7,A-310452,2024-12-29 00:00:00,2024-12-30 00:00:00,24,medium,46,4,FALSE
T-096b66,A-313be3,2023-06-27 00:00:00,2023-06-27 06:00:00,6,urgent,69,,FALSE
T-154975,A-313be3,2023-07-16 00:00:00,2023-07-17 13:00:00,37,urgent,70,,FALSE
T-814d7e,A-313be3,2024-11-09 00:00:00,2024-11-10 15:00:00,39,low,141,5,TRUE
T-c32093,A-313be3,2023-01-27 00:00:00,2023-01-27 08:00:00,8,urgent,41,,FALSE
T-30e7ba,A-31ab9a,2024-01-17 00:00:00,2024-01-18 23:00:00,47,high,58,,FALSE
T-79b057,A-31ab9a,2023-01-22 00:00:00,2023-01-23 03:00:00,27,low,66,4,FALSE
T-862ab3,A-31ab9a,2024-06-16 00:00:00,2024-06-18 11:00:00,59,medium,85,3,FALSE
T-89db4e,A-31ab9a,2023-08-31 00:00:00,2023-09-02 15:00:00,63,medium,132,,FALSE
T-97f5bb,A-31ab9a,2024-12-25 00:00:00,2024-12-25 21:00:00,21,medium,6,3,FALSE
T-bdbc42,A-31ab9a,2024-09-09 00:00:00,2024-09-11 14:00:00,62,urgent,90,4,FALSE
T-e0d92c,A-31ab9a,2023-12-27 00:00:00,2023-12-27 23:00:00,23,urgent,37,,FALSE
T-d93bf8,A-32728c,2023-01-25 00:00:00,2023-01-26 16:00:00,40,medium,51,3,FALSE
T-ed8926,A-32728c,2023-03-11 00:00:00,2023-03-12 05:00:00,29,medium,72,4,FALSE
T-09eea1,A-328bd0,2024-02-18 00:00:00,2024-02-19 16:00:00,40,medium,106,4,FALSE
T-6b989d,A-328bd0,2024-09-06 00:00:00,2024-09-08 17:00:00,65,high,49,,FALSE
T-9e2480,A-328bd0,2024-08-24 00:00:00,2024-08-26 22:00:00,70,high,26,4,FALSE
T-d1723a,A-328bd0,2023-09-04 00:00:00,2023-09-04 08:00:00,8,medium,57,,FALSE
T-d65b5b,A-328bd0,2024-03-06 00:00:00,2024-03-07 23:00:00,47,medium,103,3,FALSE
T-9ff2ab,A-32fb14,2024-05-27 00:00:00,2024-05-27 17:00:00,17,urgent,10,,FALSE
T-b123d2,A-32fb14,2024-09-05 00:00:00,2024-09-05 07:00:00,7,low,89,4,FALSE
T-c6dcaf,A-32fb14,2023-03-18 00:00:00,2023-03-20 15:00:00,63,low,24,,FALSE
T-dba043,A-32fb14,2024-06-17 00:00:00,2024-06-19 14:00:00,62,urgent,60,5,FALSE
T-eb97d9,A-32fb14,2024-07-22 00:00:00,2024-07-22 21:00:00,21,urgent,115,,FALSE
T-207054,A-331424,2023-03-30 00:00:00,2023-03-31 05:00:00,29,medium,43,,FALSE
T-c6ebe1,A-331424,2023-03-15 00:00:00,2023-03-15 20:00:00,20,medium,154,,FALSE
T-141b01,A-337bc1,2024-12-01 00:00:00,2024-12-01 19:00:00,19,medium,136,,FALSE
T-53266e,A-337bc1,2024-05-03 00:00:00,2024-05-05 05:00:00,53,high,30,5,TRUE
T-7bc25b,A-337bc1,2023-08-10 00:00:00,2023-08-10 21:00:00,21,medium,7,4,FALSE
T-81da6c,A-337bc1,2024-11-21 00:00:00,2024-11-22 13:00:00,37,high,78,3,FALSE
T-ad72a6,A-342303,2024-03-03 00:00:00,2024-03-03 10:00:00,10,high,10,,FALSE
T-c1ac80,A-342303,2023-10-25 00:00:00,2023-10-27 18:00:00,66,high,125,4,FALSE
T-da4869,A-342303,2023-09-11 00:00:00,2023-09-11 12:00:00,12,medium,79,5,FALSE
T-1df6ee,A-34d880,2024-07-12 00:00:00,2024-07-13 08:00:00,32,low,131,3,FALSE
T-863c07,A-34d880,2023-04-07 00:00:00,2023-04-08 18:00:00,42,urgent,12,3,FALSE
T-926f27,A-34d880,2024-10-05 00:00:00,2024-10-07 16:00:00,64,low,127,3,FALSE
T-bdc72c,A-34d880,2024-11-19 00:00:00,2024-11-21 14:00:00,62,medium,106,3,FALSE
T-dcb2e1,A-34d880,2023-10-10 00:00:00,2023-10-12 13:00:00,61,medium,78,3,FALSE
T-041287,A-34ea2f,2024-07-15 00:00:00,2024-07-17 22:00:00,70,urgent,19,4,FALSE
T-30fb5e,A-34ea2f,2023-12-20 00:00:00,2023-12-20 11:00:00,11,low,158,3,FALSE
T-9c0369,A-34ea2f,2023-09-24 00:00:00,2023-09-25 16:00:00,40,low,30,4,FALSE
T-9d29d0,A-34ea2f,2023-12-30 00:00:00,2023-12-31 21:00:00,45,low,60,,FALSE
T-b88fe0,A-34ea2f,2023-11-08 00:00:00,2023-11-08 07:00:00,7,medium,42,,FALSE
T-be7c14,A-34ea2f,2024-10-09 00:00:00,2024-10-10 01:00:00,25,low,77,,FALSE
T-e112be,A-34ea2f,2023-11-03 00:00:00,2023-11-04 16:00:00,40,urgent,74,4,FALSE
T-fdf135,A-34ea2f,2023-01-04 00:00:00,2023-01-05 20:00:00,44,urgent,65,4,FALSE
T-1cd0a4,A-35083d,2024-06-25 00:00:00,2024-06-27 06:00:00,54,low,61,5,FALSE
T-3e18cf,A-35083d,2024-09-27 00:00:00,2024-09-29 12:00:00,60,high,152,,FALSE
T-769e8b,A-35083d,2023-09-24 00:00:00,2023-09-25 09:00:00,33,high,176,5,FALSE
T-bf6b9b,A-35083d,2023-10-02 00:00:00,2023-10-04 04:00:00,52,high,87,5,FALSE
T-4b7f17,A-354f12,2023-08-13 00:00:00,2023-08-14 23:00:00,47,medium,171,,FALSE
T-b51da1,A-354f12,2023-08-03 00:00:00,2023-08-05 18:00:00,66,low,104,,FALSE
T-037337,A-378b99,2024-07-11 00:00:00,2024-07-11 16:00:00,16,low,1,,FALSE
T-99e0a1,A-378b99,2023-12-01 00:00:00,2023-12-02 04:00:00,28,low,110,,FALSE
T-b4f3d9,A-378b99,2023-08-03 00:00:00,2023-08-03 05:00:00,5,low,101,5,FALSE
T-c8be02,A-378b99,2023-11-03 00:00:00,2023-11-05 01:00:00,49,medium,115,5,FALSE
T-d0ff21,A-378b99,2023-07-11 00:00:00,2023-07-12 10:00:00,34,medium,40,5,FALSE
T-e062e2,A-378b99,2024-08-19 00:00:00,2024-08-20 15:00:00,39,high,106,3,FALSE
T-867910,A-3793ee,2024-06-14 00:00:00,2024-06-16 22:00:00,70,high,11,4,FALSE
T-aba492,A-3793ee,2023-09-14 00:00:00,2023-09-14 09:00:00,9,low,36,,FALSE
T-b2d025,A-3793ee,2024-06-26 00:00:00,2024-06-27 20:00:00,44,low,176,,FALSE
T-bbad1e,A-3793ee,2023-11-23 00:00:00,2023-11-25 04:00:00,52,low,178,,FALSE
T-00183b,A-37f969,2023-09-06 00:00:00,2023-09-06 06:00:00,6,medium,5,4,FALSE
T-399f72,A-37f969,2023-12-15 00:00:00,2023-12-15 11:00:00,11,high,154,3,FALSE
T-629f53,A-37f969,2023-12-29 00:00:00,2023-12-29 19:00:00,19,low,176,,TRUE
T-66636b,A-37f969,2023-07-25 00:00:00,2023-07-27 22:00:00,70,medium,116,4,FALSE
T-895101,A-37f969,2024-04-12 00:00:00,2024-04-12 05:00:00,5,urgent,19,,FALSE
T-10020f,A-3932db,2023-08-24 00:00:00,2023-08-25 04:00:00,28,urgent,71,,FALSE
T-17de9f,A-3932db,2023-12-14 00:00:00,2023-12-15 10:00:00,34,medium,46,,FALSE
T-192ed5,A-3932db,2024-09-22 00:00:00,2024-09-24 13:00:00,61,low,74,,FALSE
T-3d947f,A-3932db,2023-02-27 00:00:00,2023-03-01 20:00:00,68,low,26,5,FALSE
T-67bfcf,A-3932db,2023-09-01 00:00:00,2023-09-02 12:00:00,36,urgent,144,3,FALSE
T-dd2674,A-3932db,2024-01-28 00:00:00,2024-01-28 19:00:00,19,high,158,5,FALSE
T-6da9bc,A-396e5f,2024-12-10 00:00:00,2024-12-12 12:00:00,60,high,49,4,TRUE
T-787a34,A-396e5f,2024-03-06 00:00:00,2024-03-06 12:00:00,12,high,147,,FALSE
T-be05b0,A-396e5f,2024-08-15 00:00:00,2024-08-16 05:00:00,29,urgent,27,,FALSE
T-d3c23c,A-396e5f,2023-08-25 00:00:00,2023-08-25 02:00:00,2,low,166,,FALSE
T-e63e72,A-396e5f,2024-06-02 00:00:00,2024-06-02 21:00:00,21,high,125,,FALSE
T-2b2d2d,A-39868b,2024-01-21 00:00:00,2024-01-23 07:00:00,55,medium,40,3,FALSE
T-365342,A-39868b,2023-04-04 00:00:00,2023-04-05 05:00:00,29,low,146,5,FALSE
T-78fcb1,A-39868b,2024-01-02 00:00:00,2024-01-02 18:00:00,18,urgent,16,5,FALSE
T-9e6b9a,A-39868b,2023-06-10 00:00:00,2023-06-12 02:00:00,50,high,144,,FALSE
T-e727f3,A-39868b,2023-01-27 00:00:00,2023-01-29 12:00:00,60,medium,122,4,FALSE
T-e7dc15,A-39868b,2024-03-26 00:00:00,2024-03-26 22:00:00,22,medium,137,,FALSE
T-2b2a49,A-39b19f,2024-06-04 00:00:00,2024-06-05 04:00:00,28,medium,174,,FALSE
T-601022,A-39b19f,2024-10-04 00:00:00,2024-10-05 19:00:00,43,low,32,5,TRUE
T-6804d9,A-39b19f,2023-04-13 00:00:00,2023-04-15 11:00:00,59,high,26,3,FALSE
T-b35070,A-39b19f,2023-04-01 00:00:00,2023-04-03 19:00:00,67,high,133,,FALSE
T-bc2607,A-39b19f,2024-08-06 00:00:00,2024-08-08 17:00:00,65,high,155,5,FALSE
T-d553b7,A-39b19f,2023-08-06 00:00:00,2023-08-07 01:00:00,25,low,5,4,FALSE
T-1cf7fa,A-39ddf4,2024-10-14 00:00:00,2024-10-14 12:00:00,12,high,21,4,FALSE
T-3b3bad,A-39ddf4,2024-03-13 00:00:00,2024-03-14 03:00:00,27,medium,116,4,FALSE
T-429ce0,A-39ddf4,2023-05-31 00:00:00,2023-05-31 01:00:00,1,high,17,5,FALSE
T-890bef,A-39ddf4,2023-01-11 00:00:00,2023-01-11 07:00:00,7,high,109,4,FALSE
T-a3df20,A-39ddf4,2024-03-09 00:00:00,2024-03-11 20:00:00,68,high,118,,FALSE
T-2be50d,A-3a5ad8,2024-12-26 00:00:00,2024-12-26 14:00:00,14,urgent,16,5,FALSE
T-6d8847,A-3a5ad8,2023-07-16 00:00:00,2023-07-18 02:00:00,50,urgent,27,,FALSE
T-8580fd,A-3a5ad8,2023-06-09 00:00:00,2023-06-11 02:00:00,50,urgent,149,,FALSE
T-bd85e1,A-3a5ad8,2024-09-02 00:00:00,2024-09-04 17:00:00,65,high,22,4,FALSE
T-463295,A-3a7284,2023-02-14 00:00:00,2023-02-16 13:00:00,61,urgent,152,3,FALSE
T-94fe73,A-3a7284,2024-08-16 00:00:00,2024-08-18 19:00:00,67,urgent,56,4,FALSE
T-a1bceb,A-3a7284,2023-09-24 00:00:00,2023-09-25 17:00:00,41,high,105,,FALSE
T-088e00,A-3b37d9,2023-03-16 00:00:00,2023-03-18 15:00:00,63,high,107,,FALSE
T-274882,A-3b37d9,2023-01-03 00:00:00,2023-01-04 08:00:00,32,medium,89,5,FALSE
T-2e0ccd,A-3b37d9,2023-09-30 00:00:00,2023-10-01 17:00:00,41,low,111,,FALSE
T-3ca62f,A-3b37d9,2023-03-29 00:00:00,2023-03-29 16:00:00,16,urgent,103,4,FALSE
T-861a59,A-3b37d9,2024-09-23 00:00:00,2024-09-24 04:00:00,28,medium,39,,FALSE
T-0b8b7d,A-3b5cd1,2023-04-18 00:00:00,2023-04-19 00:00:00,24,low,53,,FALSE
T-3a3aa1,A-3b5cd1,2023-10-21 00:00:00,2023-10-21 09:00:00,9,low,24,4,FALSE
T-565965,A-3b5cd1,2023-01-11 00:00:00,2023-01-12 17:00:00,41,urgent,42,4,FALSE
T-6e3b72,A-3b5cd1,2023-01-27 00:00:00,2023-01-27 03:00:00,3,medium,22,,FALSE
T-e18407,A-3b5cd1,2024-12-21 00:00:00,2024-12-23 12:00:00,60,urgent,92,,FALSE
T-334013,A-3be56b,2023-07-17 00:00:00,2023-07-19 17:00:00,65,medium,96,4,FALSE
T-3a75b1,A-3be56b,2024-02-13 00:00:00,2024-02-15 12:00:00,60,low,61,4,FALSE
T-7cb39d,A-3be56b,2023-12-22 00:00:00,2023-12-22 14:00:00,14,medium,32,3,FALSE
T-e9e7a7,A-3be56b,2023-06-17 00:00:00,2023-06-17 22:00:00,22,low,107,3,FALSE
T-93f5f0,A-3c1a3f,2023-08-04 00:00:00,2023-08-04 05:00:00,5,low,20,,FALSE
T-af5765,A-3c1a3f,2024-03-09 00:00:00,2024-03-09 19:00:00,19,low,44,3,FALSE
T-b1654b,A-3c1a3f,2023-11-10 00:00:00,2023-11-12 03:00:00,51,high,63,,FALSE
T-f59d6e,A-3c1a3f,2023-09-25 00:00:00,2023-09-27 10:00:00,58,low,99,4,FALSE
T-1c3d56,A-3cc791,2024-06-16 00:00:00,2024-06-16 17:00:00,17,medium,151,4,TRUE
T-22b4a9,A-3cc791,2024-09-18 00:00:00,2024-09-20 10:00:00,58,urgent,48,3,FALSE
T-5a765e,A-3cc791,2024-02-27 00:00:00,2024-02-29 23:00:00,71,high,38,5,FALSE
T-b43d8e,A-3cc791,2024-12-09 00:00:00,2024-12-09 20:00:00,20,low,84,,FALSE
T-c7e31c,A-3cc791,2024-07-09 00:00:00,2024-07-11 06:00:00,54,high,179,,FALSE
T-f0e463,A-3cc791,2023-12-04 00:00:00,2023-12-06 22:00:00,70,low,75,5,FALSE
T-000c31,A-3ce5b8,2024-04-05 00:00:00,2024-04-05 21:00:00,21,urgent,65,,FALSE
T-01e321,A-3ce5b8,2024-06-01 00:00:00,2024-06-02 22:00:00,46,medium,80,4,FALSE
T-471c3e,A-3ce5b8,2024-08-15 00:00:00,2024-08-16 17:00:00,41,high,89,4,FALSE
T-4f2be5,A-3ce5b8,2023-04-07 00:00:00,2023-04-08 21:00:00,45,medium,137,5,FALSE
T-9a49dd,A-3ce5b8,2023-05-08 00:00:00,2023-05-09 18:00:00,42,high,65,4,FALSE
T-9bf64e,A-3ce5b8,2023-10-07 00:00:00,2023-10-08 05:00:00,29,high,87,,FALSE
T-bbe374,A-3ce5b8,2024-01-15 00:00:00,2024-01-17 02:00:00,50,low,155,,FALSE
T-bf9878,A-3ce5b8,2024-11-15 00:00:00,2024-11-17 19:00:00,67,urgent,15,3,FALSE
T-d3a975,A-3ce5b8,2023-10-08 00:00:00,2023-10-09 10:00:00,34,urgent,169,3,FALSE
T-e67195,A-3ce5b8,2024-10-25 00:00:00,2024-10-27 02:00:00,50,low,156,3,FALSE
T-0e9c68,A-3d957b,2023-10-31 00:00:00,2023-11-01 21:00:00,45,urgent,125,,FALSE
T-6676f9,A-3d957b,2024-03-05 00:00:00,2024-03-07 05:00:00,53,high,40,3,FALSE
T-9130f4,A-3d957b,2024-03-02 00:00:00,2024-03-03 02:00:00,26,high,73,,FALSE
T-2ca992,A-3f9cc0,2024-08-17 00:00:00,2024-08-18 20:00:00,44,high,28,,FALSE
T-4dc394,A-3f9cc0,2023-04-26 00:00:00,2023-04-26 02:00:00,2,medium,159,4,FALSE
T-81c410,A-3f9cc0,2023-12-07 00:00:00,2023-12-09 08:00:00,56,urgent,138,,FALSE
T-83edca,A-3f9cc0,2024-05-01 00:00:00,2024-05-01 12:00:00,12,urgent,99,5,TRUE
T-c45238,A-3f9cc0,2024-11-03 00:00:00,2024-11-05 12:00:00,60,medium,139,,FALSE
T-1103cb,A-40906c,2024-08-01 00:00:00,2024-08-01 05:00:00,5,low,113,5,FALSE
T-5e536f,A-40906c,2024-10-21 00:00:00,2024-10-22 08:00:00,32,medium,91,,FALSE
T-c59e1a,A-40906c,2024-10-20 00:00:00,2024-10-21 13:00:00,37,low,127,3,FALSE
T-ce4793,A-40906c,2024-11-01 00:00:00,2024-11-03 18:00:00,66,urgent,60,4,FALSE
T-ddcfa7,A-40906c,2024-05-26 00:00:00,2024-05-26 06:00:00,6,medium,84,3,FALSE
T-271d67,A-40a557,2024-10-27 00:00:00,2024-10-27 01:00:00,1,urgent,1,,FALSE
T-4db8d5,A-40a557,2024-11-24 00:00:00,2024-11-26 03:00:00,51,urgent,119,5,FALSE
T-6dd363,A-40a557,2024-07-05 00:00:00,2024-07-06 18:00:00,42,medium,150,3,FALSE
T-e5a027,A-40a557,2024-06-24 00:00:00,2024-06-24 01:00:00,1,urgent,44,,FALSE
T-f255e4,A-40a557,2023-01-08 00:00:00,2023-01-09 05:00:00,29,medium,146,3,FALSE
T-f8e2c3,A-40a557,2024-03-01 00:00:00,2024-03-03 21:00:00,69,high,60,,FALSE
T-faf9c4,A-40a557,2023-07-19 00:00:00,2023-07-19 21:00:00,21,low,143,,FALSE
T-89d6c4,A-40de06,2023-11-24 00:00:00,2023-11-24 16:00:00,16,medium,111,4,FALSE
T-a67c6a,A-40de06,2024-02-18 00:00:00,2024-02-20 07:00:00,55,urgent,24,,FALSE
T-c014ff,A-40de06,2023-03-21 00:00:00,2023-03-23 02:00:00,50,low,68,,FALSE
T-836ae9,A-410e86,2023-12-22 00:00:00,2023-12-24 22:00:00,70,low,130,,FALSE
T-b72962,A-410e86,2024-04-25 00:00:00,2024-04-27 13:00:00,61,medium,128,,FALSE
T-ca96ba,A-410e86,2024-04-28 00:00:00,2024-04-28 03:00:00,3,high,64,,FALSE
T-ee390f,A-410e86,2024-03-18 00:00:00,2024-03-18 22:00:00,22,medium,125,4,FALSE
T-fad580,A-410e86,2023-12-04 00:00:00,2023-12-06 09:00:00,57,low,103,3,FALSE
